,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,month,day,year
80058,Watsonia,11.4,29.7,0.0,6.4,10.2,S,30.0,E,SW,6.0,15.0,88.0,46.0,1017.6,1011.4,8.0,1.0,14.2,28.3,No,No,11,5,2014
80059,Watsonia,14.1,35.7,0.0,6.6,11.9,NNW,37.0,ENE,N,6.0,13.0,66.0,23.0,1008.1,1004.7,3.0,5.0,21.3,34.6,No,No,11,6,2014
80060,Watsonia,21.3,30.0,0.0,13.2,8.9,NNE,43.0,NNW,SSE,9.0,9.0,53.0,46.0,1005.3,1003.2,7.0,4.0,25.7,28.6,No,No,12,0,2014
80062,Watsonia,15.1,23.7,0.0,7.0,1.4,W,35.0,WSW,WSW,7.0,9.0,85.0,83.0,1013.7,1013.1,8.0,8.0,17.4,19.5,No,Yes,12,2,2014
80063,Watsonia,16.6,28.5,8.2,1.8,11.8,SW,30.0,S,SSW,6.0,9.0,93.0,51.0,1010.2,1007.9,5.0,6.0,20.4,28.2,Yes,No,12,3,2014
80064,Watsonia,17.0,21.1,0.0,6.6,0.1,SSW,33.0,SW,SSW,13.0,19.0,88.0,75.0,1008.4,1006.9,8.0,8.0,18.2,20.0,No,Yes,12,4,2014
80065,Watsonia,15.1,23.8,2.0,3.6,1.4,SE,39.0,S,SSE,13.0,13.0,99.0,66.0,1008.9,1005.9,8.0,7.0,16.1,22.0,Yes,Yes,12,5,2014
80066,Watsonia,13.6,17.7,13.2,6.0,0.1,ESE,31.0,SSE,S,7.0,13.0,100.0,95.0,1008.5,1007.4,8.0,8.0,14.0,16.0,Yes,No,12,6,2014
80067,Watsonia,13.9,21.9,1.0,1.6,4.3,SSW,31.0,S,SSW,11.0,15.0,99.0,67.0,1009.5,1011.0,7.0,7.0,15.5,20.6,No,No,12,0,2014
80068,Watsonia,14.3,22.4,0.2,4.6,9.1,SSW,30.0,SSE,SW,7.0,17.0,68.0,51.0,1016.3,1014.6,7.0,3.0,15.7,21.6,No,No,12,1,2014
80069,Watsonia,10.5,21.4,0.0,5.4,0.4,SSW,28.0,NE,SSW,6.0,7.0,90.0,69.0,1012.5,1011.0,7.0,7.0,14.5,20.0,No,No,12,2,2014
80070,Watsonia,14.5,22.5,0.4,2.8,5.8,SSW,48.0,SSW,SW,20.0,26.0,84.0,66.0,1014.8,1016.8,7.0,6.0,17.8,20.6,No,No,12,3,2014
80071,Watsonia,12.0,27.5,0.0,4.8,13.2,E,30.0,SE,SSE,7.0,9.0,75.0,38.0,1021.4,1018.3,4.0,1.0,17.7,25.4,No,No,12,4,2014
80072,Watsonia,12.4,30.9,0.0,9.2,13.5,N,50.0,NNE,NW,17.0,13.0,44.0,25.0,1016.3,1011.7,0.0,1.0,22.5,29.7,No,No,12,5,2014
80073,Watsonia,16.4,28.6,0.0,14.6,11.1,N,44.0,N,SSW,20.0,15.0,34.0,36.0,1008.7,1007.2,6.0,2.0,25.8,27.9,No,No,12,6,2014
80075,Watsonia,15.2,33.3,0.0,4.6,10.4,WSW,78.0,SSE,NW,2.0,31.0,69.0,12.0,995.6,991.5,1.0,5.0,21.7,31.7,No,No,12,1,2014
80076,Watsonia,10.2,23.0,0.0,14.2,13.0,S,31.0,WSW,SSE,15.0,13.0,51.0,31.0,1008.9,1007.8,3.0,3.0,15.6,21.2,No,No,12,2,2014
80077,Watsonia,9.0,25.3,0.0,7.2,7.0,SW,61.0,SSW,W,4.0,19.0,53.0,29.0,1005.7,1005.1,1.0,7.0,18.1,24.3,No,Yes,12,3,2014
80078,Watsonia,9.3,21.0,4.2,5.4,11.6,SW,35.0,SW,S,13.0,17.0,68.0,40.0,1016.4,1017.1,4.0,6.0,15.4,19.2,Yes,No,12,4,2014
80079,Watsonia,9.6,25.5,0.0,5.4,13.4,SSW,31.0,SSW,S,7.0,17.0,66.0,42.0,1019.2,1017.3,2.0,1.0,16.0,22.6,No,No,12,5,2014
80080,Watsonia,10.9,35.0,0.0,7.2,11.6,SW,30.0,NE,ESE,7.0,7.0,71.0,21.0,1014.7,1011.6,1.0,7.0,18.8,33.4,No,No,12,6,2014
80081,Watsonia,15.9,28.1,0.0,8.8,4.0,SW,28.0,ENE,SW,2.0,11.0,76.0,60.0,1013.0,1009.4,7.0,7.0,20.0,25.1,No,Yes,12,0,2014
80082,Watsonia,19.6,26.8,1.2,4.0,1.4,SSW,46.0,NW,SW,6.0,19.0,70.0,52.0,1008.0,1008.1,7.0,7.0,22.6,25.2,Yes,No,12,1,2014
80083,Watsonia,12.3,24.7,0.2,4.0,11.9,SSW,31.0,S,SE,13.0,13.0,62.0,45.0,1015.7,1014.0,4.0,6.0,16.9,23.0,No,No,12,2,2014
80084,Watsonia,11.3,25.4,0.0,7.0,13.1,SSW,43.0,N,SSW,6.0,19.0,70.0,41.0,1010.1,1007.2,3.0,2.0,17.6,23.2,No,Yes,12,3,2014
80085,Watsonia,9.5,20.6,4.0,8.8,12.5,SSW,39.0,WSW,SSW,17.0,20.0,64.0,40.0,1015.4,1016.9,2.0,6.0,14.3,18.9,Yes,No,12,4,2014
80086,Watsonia,9.0,24.4,0.0,6.4,13.1,S,35.0,ENE,SSW,7.0,17.0,63.0,38.0,1021.2,1018.7,1.0,1.0,16.1,22.2,No,No,12,5,2014
80087,Watsonia,10.6,32.7,0.0,6.8,13.6,N,37.0,ENE,NNE,7.0,11.0,66.0,20.0,1015.9,1009.2,1.0,4.0,18.2,31.2,No,No,12,6,2014
80088,Watsonia,15.9,27.2,0.0,10.6,5.3,WSW,94.0,N,WNW,17.0,22.0,24.0,61.0,1000.4,1002.0,7.0,5.0,24.5,17.8,No,Yes,12,0,2014
80089,Watsonia,11.8,24.3,1.2,8.6,11.5,WSW,54.0,W,SW,22.0,30.0,55.0,33.0,1007.9,1009.5,4.0,6.0,17.3,23.0,Yes,No,12,1,2014
80090,Watsonia,10.9,25.7,0.2,8.6,11.9,SE,26.0,SW,SSE,7.0,7.0,69.0,38.0,1016.1,1013.7,2.0,7.0,14.4,22.4,No,No,12,2,2014
80091,Watsonia,11.0,28.3,0.0,7.6,10.3,SSW,31.0,E,NE,7.0,9.0,69.0,40.0,1013.8,1013.9,7.0,7.0,17.7,24.9,No,No,1,3,2015
80092,Watsonia,13.5,40.6,0.0,5.2,10.4,N,41.0,N,N,2.0,20.0,73.0,11.0,1014.6,1010.5,4.0,6.0,19.1,38.4,No,No,1,4,2015
80093,Watsonia,19.1,39.5,0.0,23.8,8.6,N,61.0,NNE,NNE,22.0,30.0,31.0,18.0,1012.5,1007.3,6.0,7.0,31.4,38.4,No,Yes,1,5,2015
80094,Watsonia,15.2,25.1,3.4,16.8,7.8,SW,39.0,SSW,S,19.0,17.0,99.0,48.0,1018.0,1017.2,8.0,1.0,15.7,23.4,Yes,No,1,6,2015
80095,Watsonia,13.1,25.7,0.2,6.4,10.3,WSW,37.0,S,SW,7.0,19.0,67.0,53.0,1020.4,1019.1,7.0,7.0,17.4,23.7,No,No,1,0,2015
80096,Watsonia,16.3,30.3,0.0,6.6,11.6,SW,33.0,NNE,SW,2.0,17.0,74.0,42.0,1020.4,1018.0,2.0,3.0,18.8,28.7,No,No,1,1,2015
80097,Watsonia,18.2,38.5,0.0,8.0,11.8,NW,44.0,ENE,ENE,7.0,19.0,74.0,56.0,1015.5,1010.9,1.0,6.0,23.5,27.7,No,Yes,1,2,2015
80098,Watsonia,21.6,29.2,3.0,14.4,1.1,SW,44.0,W,SSW,13.0,20.0,63.0,55.0,1009.4,1007.9,7.0,8.0,25.7,28.1,Yes,No,1,3,2015
80099,Watsonia,16.7,17.7,0.6,4.0,0.0,S,30.0,SSW,S,7.0,13.0,100.0,90.0,1010.2,1010.4,8.0,8.0,16.9,16.5,No,Yes,1,4,2015
80100,Watsonia,13.0,21.8,13.2,4.2,0.0,S,24.0,W,SSW,4.0,11.0,100.0,71.0,1014.0,1013.2,8.0,8.0,14.7,19.7,Yes,No,1,5,2015
80101,Watsonia,14.6,28.3,0.0,1.2,8.3,SE,41.0,SSE,SSE,13.0,13.0,71.0,50.0,1015.3,1012.5,7.0,6.0,21.7,28.2,No,No,1,6,2015
80102,Watsonia,15.0,32.6,0.0,6.0,13.3,SSW,30.0,NNE,SSE,6.0,13.0,76.0,37.0,1014.6,1009.4,0.0,2.0,19.7,32.0,No,No,1,0,2015
80103,Watsonia,19.7,25.5,0.0,9.4,3.1,N,37.0,NE,NE,15.0,11.0,48.0,82.0,1003.9,998.0,8.0,7.0,24.4,21.6,No,Yes,1,1,2015
80104,Watsonia,17.5,22.4,9.0,4.8,2.1,WSW,48.0,WSW,SW,11.0,22.0,100.0,63.0,1001.0,1002.8,7.0,7.0,18.5,21.7,Yes,No,1,2,2015
80105,Watsonia,15.2,22.2,0.2,5.0,1.6,W,33.0,WSW,S,15.0,13.0,79.0,63.0,1008.7,1008.6,8.0,7.0,16.3,19.4,No,No,1,3,2015
80106,Watsonia,9.8,28.6,0.0,4.2,11.7,W,46.0,NW,W,9.0,17.0,61.0,32.0,1009.8,1005.4,7.0,2.0,16.8,25.7,No,No,1,4,2015
80107,Watsonia,14.2,26.1,0.4,9.6,11.7,W,52.0,WSW,W,20.0,20.0,64.0,32.0,1010.8,1009.8,7.0,3.0,17.1,24.5,No,No,1,5,2015
80108,Watsonia,13.8,21.2,0.0,10.6,5.4,S,39.0,WSW,SSW,15.0,20.0,55.0,48.0,1015.8,1016.3,7.0,7.0,17.4,19.1,No,No,1,6,2015
80109,Watsonia,11.3,25.0,0.0,8.0,10.0,SE,31.0,SSE,S,11.0,13.0,59.0,33.0,1018.4,1013.8,7.0,7.0,15.2,22.2,No,No,1,0,2015
80110,Watsonia,10.9,30.9,0.0,9.8,0.9,N,39.0,NNE,NNE,20.0,17.0,48.0,35.0,1007.9,1003.7,7.0,7.0,22.6,29.0,No,No,1,1,2015
80111,Watsonia,19.2,34.2,0.0,6.6,11.1,NE,35.0,NE,SE,6.0,9.0,66.0,34.0,1008.5,1007.8,4.0,6.0,22.5,30.5,No,No,1,2,2015
80112,Watsonia,19.0,37.0,0.0,11.4,10.0,SW,41.0,NNE,NW,6.0,17.0,85.0,25.0,1012.0,1006.2,2.0,6.0,20.7,35.6,No,No,1,3,2015
80113,Watsonia,19.8,27.7,0.0,10.2,12.0,SSW,39.0,SW,S,15.0,11.0,57.0,47.0,1005.2,1005.4,1.0,1.0,24.0,26.9,No,No,1,4,2015
80114,Watsonia,15.1,30.2,0.0,9.6,13.1,SSW,35.0,NNW,S,6.0,9.0,70.0,36.0,1005.9,1001.5,7.0,1.0,18.2,29.8,No,No,1,5,2015
80115,Watsonia,14.0,23.7,0.0,8.2,11.0,W,50.0,WSW,SW,17.0,26.0,62.0,38.0,1007.1,1008.5,7.0,5.0,16.1,20.0,No,No,1,6,2015
80116,Watsonia,10.3,21.4,0.8,8.2,8.9,SSW,44.0,SW,SSE,4.0,13.0,89.0,42.0,1016.8,1015.4,5.0,6.0,12.1,18.9,No,No,1,0,2015
80117,Watsonia,11.5,20.6,0.0,6.2,4.6,S,48.0,SSE,S,13.0,17.0,60.0,49.0,1017.0,1016.0,6.0,7.0,15.8,19.1,No,No,1,1,2015
80118,Watsonia,13.0,25.7,0.0,6.0,12.5,SE,43.0,SSE,SE,13.0,22.0,58.0,37.0,1017.6,1016.6,2.0,6.0,17.5,23.0,No,No,1,2,2015
80119,Watsonia,11.2,23.4,0.0,9.0,12.8,S,44.0,SE,S,11.0,20.0,59.0,40.0,1020.5,1017.7,1.0,5.0,16.6,20.9,No,No,1,3,2015
80120,Watsonia,12.1,22.3,0.0,8.0,11.8,S,44.0,SSE,SSW,9.0,26.0,59.0,37.0,1016.5,1013.9,7.0,6.0,16.8,20.8,No,No,1,4,2015
80121,Watsonia,12.4,21.7,0.0,8.0,9.0,SSW,43.0,WSW,SW,7.0,24.0,76.0,62.0,1011.9,1011.5,7.0,7.0,15.4,18.9,No,Yes,1,5,2015
80122,Watsonia,12.7,20.0,7.2,6.6,0.3,SW,41.0,WSW,SW,9.0,24.0,100.0,78.0,1013.1,1012.8,7.0,8.0,13.4,18.3,Yes,Yes,2,6,2015
80123,Watsonia,13.4,23.3,3.8,3.4,7.7,SSW,46.0,SSE,SSW,7.0,20.0,74.0,56.0,1019.2,1019.7,7.0,5.0,16.9,21.3,Yes,No,2,0,2015
80124,Watsonia,14.8,22.2,0.0,5.0,8.6,S,37.0,S,SW,7.0,17.0,71.0,48.0,1023.0,1020.6,8.0,2.0,16.5,21.1,No,No,2,1,2015
80125,Watsonia,14.3,20.7,0.0,8.0,6.7,SSW,41.0,SE,SSW,9.0,20.0,83.0,49.0,1019.5,1018.9,7.0,3.0,15.0,18.9,No,No,2,2,2015
80126,Watsonia,9.9,27.8,0.0,5.6,12.9,WSW,31.0,NE,SW,6.0,15.0,77.0,39.0,1023.5,1022.1,4.0,1.0,15.7,26.5,No,No,2,3,2015
80127,Watsonia,13.4,37.4,0.0,8.2,11.9,NNW,28.0,NE,NW,6.0,11.0,71.0,21.0,1025.3,1020.9,0.0,5.0,19.1,35.0,No,No,2,4,2015
80129,Watsonia,18.9,23.7,0.0,12.8,5.8,SSW,35.0,SSW,SSW,15.0,13.0,84.0,55.0,1020.2,1021.7,7.0,7.0,18.9,22.5,No,No,2,6,2015
80130,Watsonia,11.3,28.7,0.0,4.2,12.6,S,31.0,SSE,SW,11.0,15.0,65.0,46.0,1024.7,1020.9,2.0,0.0,16.4,25.4,No,No,2,0,2015
80131,Watsonia,15.0,33.4,0.0,6.8,12.5,SSW,35.0,SSW,SW,6.0,19.0,78.0,40.0,1022.0,1018.6,1.0,1.0,19.6,31.1,No,No,2,1,2015
80132,Watsonia,17.2,35.5,0.0,8.6,11.1,SW,50.0,ENE,SSW,6.0,11.0,73.0,41.0,1018.6,1016.3,5.0,7.0,22.9,31.7,No,No,2,2,2015
80133,Watsonia,17.3,25.8,0.0,9.2,7.0,WSW,35.0,SSE,SW,11.0,22.0,68.0,50.0,1025.2,1021.7,8.0,7.0,17.9,22.9,No,No,2,3,2015
80134,Watsonia,13.8,33.5,0.0,7.4,6.1,SSW,39.0,E,NNW,9.0,11.0,72.0,29.0,1021.7,1018.1,7.0,8.0,20.4,32.5,No,Yes,2,4,2015
80136,Watsonia,15.9,34.6,0.2,5.0,11.4,SE,46.0,ENE,N,11.0,4.0,100.0,30.0,1015.8,1012.4,1.0,5.0,16.6,32.7,No,No,2,6,2015
80137,Watsonia,16.5,26.3,0.0,10.6,12.4,WSW,43.0,WSW,SSW,11.0,19.0,71.0,47.0,1017.0,1015.9,1.0,1.0,18.6,24.3,No,No,2,0,2015
80138,Watsonia,17.0,21.8,0.0,10.8,0.7,SSW,30.0,SSE,S,9.0,9.0,74.0,67.0,1017.6,1016.8,8.0,7.0,17.7,20.6,No,No,2,1,2015
80139,Watsonia,15.3,21.9,0.0,2.2,0.5,SSW,22.0,ESE,S,2.0,9.0,83.0,63.0,1021.0,1020.5,8.0,8.0,17.3,20.9,No,No,2,2,2015
80140,Watsonia,17.2,31.2,0.0,3.0,10.4,SW,31.0,N,SSE,6.0,9.0,93.0,43.0,1018.7,1014.5,8.0,2.0,18.5,30.0,No,No,2,3,2015
80141,Watsonia,15.3,29.8,0.0,6.6,12.7,SSW,35.0,ENE,SSW,6.0,22.0,97.0,55.0,1015.9,1014.4,1.0,1.0,19.8,27.7,No,No,2,4,2015
80142,Watsonia,17.6,37.7,0.0,7.2,11.1,NNW,37.0,NE,NNW,7.0,11.0,85.0,21.0,1014.6,1010.7,1.0,4.0,20.1,36.7,No,No,2,5,2015
80143,Watsonia,20.1,36.9,0.0,12.4,2.7,N,37.0,NNE,NE,6.0,9.0,55.0,32.0,1013.4,1011.6,6.0,7.0,25.8,34.5,No,No,2,6,2015
80144,Watsonia,17.9,30.3,0.8,10.8,2.5,SW,52.0,ENE,SSE,7.0,9.0,58.0,100.0,1011.1,1014.6,7.0,7.0,26.0,18.1,No,Yes,2,0,2015
80145,Watsonia,14.8,21.7,9.0,6.4,8.7,SSW,48.0,SSE,SSE,13.0,17.0,59.0,37.0,1020.3,1019.1,7.0,7.0,15.9,20.9,Yes,No,2,1,2015
80146,Watsonia,11.8,29.3,0.0,6.0,9.4,S,22.0,NE,SE,6.0,9.0,92.0,46.0,1015.4,1011.4,7.0,3.0,15.8,26.6,No,No,2,2,2015
80147,Watsonia,15.8,25.7,0.0,5.6,8.3,SW,31.0,W,SSW,9.0,13.0,88.0,52.0,1010.9,1009.8,7.0,7.0,17.2,24.3,No,No,2,3,2015
80148,Watsonia,12.3,27.2,0.0,5.0,7.9,SSW,24.0,NE,S,4.0,9.0,85.0,40.0,1011.1,1009.1,3.0,6.0,17.1,25.9,No,No,2,4,2015
80149,Watsonia,16.8,32.8,0.0,5.0,2.7,WSW,91.0,ENE,NNE,7.0,9.0,82.0,37.0,1007.0,1003.0,8.0,7.0,18.4,27.7,No,Yes,2,5,2015
80150,Watsonia,14.0,22.0,17.8,10.2,11.0,SSW,44.0,SW,S,7.0,24.0,99.0,48.0,1011.5,1014.8,1.0,5.0,15.1,20.6,Yes,No,3,6,2015
